ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year
SOAD15103,Lyndrassia,No,Recreation,Earth,8.788,,0.0,1972.0,,0.0886499999999999,6469.13141,,26/06/1979,0.0,7.87,High,Not Rated,,0.1209,29.6,310.1,3.3,8.788,,1,,1,,0.0,
SOAD16339,Navaldia,Yes,Flood Risk Reduction,Earth,17.532,0.14,,1971.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0779,20.9,13.6,,17.532,0.14,0,,1,,0.0,
SOAD17384,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.372,0.1,,1963.0,,,,,,,80.68,Low,,,0.113,15.0,66.0,,5.372,0.1,0,,1,,0.0,
SOAD18203,Navaldia,No,Irrigation,Earth,10.515,0.0,,1997.0,,0.16351,2.66329,,,,,Low,Not Rated,18/06/2014,0.1073,42.4,20.0,26.9,10.515,,1,,1,,0.0,
SOAD18966,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.121,0.1,,1965.0,,,18.64303,Uncontrolled,,,40.19,Low,,,0.1155,22.2,81.1,,5.121,0.1,0,,1,,0.0,
SOAD19256,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.356,0.22,,1900.0,,0.06698,,,,,23.06,Low,,,0.0736,16.2,139.1,,4.356,0.22,0,,1,,0.0,
SOAD19337,Flumevale,Yes,Irrigation,Earth,2.435,0.446,8171.0,1889.0,,0.15366,0.0,,26/09/2013,6.0,14.05,Low,Not Rated,,0.076,24.6,333.2,45.8,2.435,0.446,0,8171.0,0,9.008468955937513,0.0,
SOAD20038,Lyndrassia,No,Other,Earth,11.721,,0.0,1965.0,,0.06895,780.34397,,,0.0,3.25,High,Not Rated,,0.1488,28.3,437.7,,11.721,,1,,1,,0.0,
SOAD20223,Navaldia,No,Water Supply,Earth,4.753,0.467,,1968.0,,0.15563,0.0,,,,,Low,Not Rated,18/06/2014,0.0696,45.5,5.9,19.5,4.753,0.467,0,,1,,0.0,
SOAD20499,Lyndrassia,No,Recreation,Earth,8.804,,0.0,1925.0,,0.08077,4074.8337,,,0.0,1.53,Low,Not Rated,,0.096,47.6,400.7,5.1,8.804,,1,,1,,0.0,
SOAD20521,Navaldia,No,Irrigation,Earth,5.121,0.227,,1962.0,,0.0,0.0,,19/05/1983,,,Low,Not Rated,18/06/2014,0.0942,14.9,19.5,5.6,5.121,0.227,0,,1,,0.0,
SOAD20527,Lyndrassia,No,Recreation,Earth,10.283,,0.0,1960.0,,0.07486,2319.72559,,,0.0,0.0,Low,Not Rated,,0.0925,36.0,623.6,5.3,10.283,,1,,1,,0.0,
SOAD00070,Lyndrassia,No,Flood Risk Reduction,Earth,9.217,0.17,14940.0,1986.0,,0.03349,894.86544,Uncontrolled,,0.0,,Low,Not Rated,,0.1194,21.0,11.7,,9.217,0.17,0,14940.0,0,9.611864390851085,0.0,
SOAD00201,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.313,0.15,,1962.0,,,2.66329,,,,55.16,Low,,,0.0685,4.9,84.3,,7.313,0.15,0,,1,,0.0,
SOAD00580,Navaldia,Yes,Other,Earth,2.432,1.24,,1965.0,,0.0,0.0,,,,15.46,Low,Not Rated,18/06/2014,0.0765,5.2,336.5,,2.432,1.24,0,,1,,0.0,
SOAD01969,Lyndrassia,No,Irrigation,Earth,3.639,,0.0,,,0.20882,4088.15015,,,0.0,0.0,Low,Not Rated,,0.1145,24.5,857.4,3.0,3.639,,1,,1,,0.0,
SOAD02950,Lyndrassia,No,Irrigation,Earth,7.319,,0.0,,,0.10835,479.3922,,,0.0,0.0,Low,Not Rated,,0.0865,25.7,650.3,19.1,7.319,,1,,1,,0.0,
SOAD03325,Lyndrassia,No,Grade Stabilization,Earth,8.178,0.2,14691.0,1973.0,,0.04925,2524.79892,Uncontrolled,,0.0,,Low,Not Rated,,0.1254,5.7,20.3,,8.178,0.2,0,14691.0,0,9.595058406939557,0.0,
SOAD03494,Flumevale,Yes,Irrigation,Earth,3.845,0.4,,1917.0,,0.16942,0.0,Uncontrolled,16/05/2006,6.0,69.27,Low,Not Rated,,0.0827,34.3,147.2,26.9,3.845,0.4,0,,1,,0.0,
SOAD03916,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.515,0.067,,1978.0,,,,,,,46.0,Low,,,0.0856,10.4,184.7,,10.515,0.067,0,,1,,0.0,
SOAD04851,Navaldia,No,Unknow,Earth,5.492,0.44,42000.0,2011.0,,0.12805,2.66329,Uncontrolled,,,,Low,Not Rated,17/08/2016,0.0807,28.8,21.9,,5.492,0.44,0,42000.0,0,10.645448706505872,0.0,
SOAD04888,Navaldia,No,Recreation,Earth,5.621,0.4,,1955.0,,0.0,9260.25933,,,,,Low,Not Rated,18/06/2014,0.1005,17.7,19.5,9.4,5.621,0.4,0,,1,,0.0,
SOAD05187,Lyndrassia,No,Grade Stabilization,Earth,9.14,0.16,15771.0,1963.0,,0.01576,500.69852,Uncontrolled,,0.0,,Low,Not Rated,,0.1019,11.9,22.1,,9.14,0.16,0,15771.0,0,9.665991494997519,0.0,
SOAD06886,Lyndrassia,No,Debris Control,Earth,8.92,,0.0,1973.0,,0.08274,556.62761,,,0.0,33.08,High,Not Rated,,0.0796,22.2,130.0,,8.92,,1,,1,,0.0,
SOAD07717,Lyndrassia,No,Irrigation,Earth,8.9,,0.0,1977.0,,0.08077,1520.73859,,,0.0,0.0,Low,Not Rated,,0.1149,14.7,871.7,39.2,8.9,,1,,1,,0.0,
SOAD08789,Navaldia,Yes,Flood Risk Reduction,Earth,6.162,0.317,,1973.0,,0.0,2.66329,,,,15.96,Low,Not Rated,18/06/2014,0.0798,27.7,332.6,,6.162,0.317,0,,1,,0.0,
SOAD08831,Navaldia,No,Unknow,Earth,5.35,0.267,,1964.0,,0.10244,0.0,,,,,Low,Not Rated,18/06/2014,0.0886,13.3,21.4,,5.35,0.267,0,,1,,0.0,
SOAD08898,Navaldia,Yes,Recreation,Earth,12.45,0.225,43626.0,,,0.0886499999999999,2.66329,Uncontrolled,12/06/2018,5.0,,High,Not Rated,12/06/2023,0.0666,26.6,495.8,8.4,12.45,0.225,0,43626.0,0,10.683431503726073,0.0,
SOAD09296,Navaldia,No,Recreation,Earth,9.629,0.219,,1975.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.117,11.5,17.3,4.4,9.629,0.219,0,,1,,0.0,
SOAD10621,Lyndrassia,No,Flood Risk Reduction,Earth,8.768,0.233,16981.0,2010.0,,0.0591,1289.03236,Uncontrolled,,0.0,,Low,Not Rated,,0.0952,33.6,20.9,,8.768,0.233,0,16981.0,0,9.739909238559308,0.0,
SOAD10955,Navaldia,Yes,Recreation,Earth,12.115,0.4,,1955.0,,0.11229,2.66329,,20/07/1996,,,Low,Not Rated,18/06/2014,0.0967,37.1,8.1,3.4,12.115,0.4,0,,1,,0.0,
SOAD11151,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.029,0.183,,1963.0,,0.07486,0.0,,,,,Low,Not Rated,18/06/2014,0.1031,9.5,17.4,,7.029,0.183,0,,1,,0.0,
SOAD11256,Navaldia,No,Recreation,Earth,8.676,0.605,,1949.0,,0.10047,0.0,,,,,Low,Not Rated,18/06/2014,0.0938,24.9,20.5,6.9,8.676,0.605,0,,1,,0.0,
SOAD11363,Lyndrassia,No,Fish and Wildlife Pond,Earth,5.841,0.72,15066.0,1970.0,,0.01576,1105.26535,Uncontrolled,,0.0,,Low,Not Rated,,0.07,7.8,10.3,,5.841,0.72,0,15066.0,0,9.620262200801289,0.0,
SOAD11534,Flumevale,Yes,Fish and Wildlife Pond,Earth,2.769,0.69,,1932.0,,0.26989,218.38978,Uncontrolled,02/08/2006,0.0,64.04,Low,Not Rated,,0.0803,437.6,125.0,,2.769,0.69,0,,1,,0.0,
SOAD11965,Navaldia,No,Water Supply,Earth,6.035,0.383,,1964.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.0938,16.1,15.6,39.6,6.035,0.383,0,,1,,0.0,
SOAD11979,Lyndrassia,Yes,Irrigation,Earth,6.973,0.167,,1960.0,,,13.31645,,,,13.16,Low,,,0.0902,14.8,293.5,25.1,6.973,0.167,0,,1,,0.0,
SOAD12096,Navaldia,Yes,Other,Earth,8.594,0.117,,1932.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1043,27.0,5.5,,8.594,0.117,0,,1,,0.0,
SOAD13921,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.595,0.047,,1956.0,,,,,,,17.02,Low,,,0.0631,22.4,133.0,,6.595,0.047,0,,1,,0.0,
SOAD14467,Lyndrassia,Yes,Recreation,Earth,5.077,0.1,,1966.0,,,2.66329,Uncontrolled,,,14.48,Low,,,0.1068,15.2,133.7,3.6,5.077,0.1,0,,1,,0.0,
SOAD15816,Navaldia,No,Water Supply,Earth,4.156,0.233,,1962.0,,0.09653,0.0,,,,,Low,Not Rated,18/06/2014,0.0763,29.8,9.8,37.8,4.156,0.233,0,,1,,0.0,
SOAD16640,Navaldia,No,Recreation,Earth,5.838,0.211,9233.0,1978.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0981,22.0,9.5,3.9,5.838,0.211,0,9233.0,0,9.130647603066935,0.0,
SOAD16725,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.871,0.227,,1930.0,,,,,,,17.54,Significant,,,0.1618,453.9,378.6,,4.871,0.227,0,,1,,0.0,
SOAD16752,Navaldia,No,Irrigation,Earth,6.202,0.233,,1963.0,,0.0,0.0,,08/01/1970,,,Low,Not Rated,18/06/2014,0.0688,38.1,15.7,20.7,6.202,0.233,0,,1,,0.0,
SOAD17016,Navaldia,No,Recreation,Earth,7.235,0.223,25343.0,1982.0,,0.0,2.66329,,,,12.6,Low,Not Rated,18/06/2014,0.0728,17.0,386.9,3.3,7.235,0.223,0,25343.0,0,10.140297294614152,0.0,
SOAD17789,Lyndrassia,No,Recreation,Earth,11.271,,0.0,1967.0,,0.06895,3899.05656,,,0.0,9.7,High,Not Rated,,0.093,41.0,122.1,8.6,11.271,,1,,1,,0.0,
SOAD18217,Flumevale,Yes,Flood Risk Reduction,Earth,12.787,0.367,55525.0,1961.0,,0.16942,15.97974,,23/09/2021,1.0,0.16,High,Satisfactory,01/09/2017,0.087,23.3,512.0,,12.787,0.367,0,55525.0,0,10.9246066585059,0.0,
SOAD18586,Lyndrassia,Yes,Recreation,Earth,14.716,0.143,55000.0,1970.0,1996,0.07683,0.0,Uncontrolled,22/10/2020,3.0,3.56,High,Satisfactory,19/12/2007,0.0964,40.3,373.4,2.9,14.716,0.143,0,55000.0,0,10.915106645867503,1.0,1996.0
SOAD18657,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.479,0.05,,1955.0,,,34.62277,Uncontrolled,,,0.0,Low,,,0.0595,20.5,825.1,,7.479,0.05,0,,1,,0.0,
SOAD18679,Lyndrassia,Yes,Recreation,Earth,3.024,0.107,0.0,1980.0,,,34.62277,Uncontrolled,07/06/2011,0.0,,Significant,,,0.1436,109.4,344.6,9.1,3.024,0.107,0,,1,,0.0,
SOAD18763,Lyndrassia,No,Recreation,Earth,9.034,,0.0,1958.0,,0.08471,1145.2147,,,0.0,34.61,Low,Not Rated,,0.1045,34.9,213.5,8.6,9.034,,1,,1,,0.0,
SOAD18979,Navaldia,No,Water Supply,Earth,11.698,0.188,,1944.0,,0.06501,0.0,,,,31.1,Low,Not Rated,18/06/2014,0.0973,17.2,56.6,55.0,11.698,0.188,0,,1,,0.0,
SOAD19132,Navaldia,Yes,Recreation,Earth,4.002,0.062,,1974.0,,0.30141,29.29619,,29/05/2019,5.0,,Low,Poor,,0.075,229.6,18.5,9.4,4.002,0.062,0,,1,,0.0,
SOAD19982,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.891,0.1,,1936.0,,,,,,,68.8,Low,,,0.0642,10.4,150.7,,6.891,0.1,0,,1,,0.0,
SOAD00688,Lyndrassia,No,Flood Risk Reduction,Earth,11.705,0.203,16802.0,1992.0,,0.07289,2072.03962,Uncontrolled,01/11/2000,1.0,,Low,Not Rated,,0.108,14.6,14.4,,11.705,0.203,0,16802.0,0,9.729312720877942,0.0,
SOAD01396,Navaldia,No,Debris Control,Earth,9.378,0.2,14444.0,1995.0,,0.03152,,Uncontrolled,14/09/2020,4.0,9.93,Low,Poor,14/09/2020,0.067,4.8,301.5,,9.378,0.2,0,14444.0,0,9.578103612900335,0.0,
SOAD01833,Navaldia,No,Irrigation,Earth,5.346,0.25,,1957.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0794,35.5,5.8,3.5,5.346,0.25,0,,1,,0.0,
SOAD02049,Navaldia,No,Recreation,Earth,6.088,0.521,,1970.0,,0.1772999999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.1029,12.1,17.5,7.1,6.088,0.521,0,,1,,0.0,
SOAD03286,Lyndrassia,No,Recreation,Earth,10.785,,0.0,1971.0,,0.07289,4365.13231,,,0.0,12.78,High,Not Rated,,0.1355,9.3,199.6,8.5,10.785,,1,,1,,0.0,
SOAD04210,Lyndrassia,No,Flood Risk Reduction,Earth,10.812,0.167,24683.0,2006.0,,0.14972,12227.16439,Uncontrolled,,0.0,,Low,Not Rated,,0.1232,15.0,5.1,,10.812,0.167,0,24683.0,0,10.113910539440958,0.0,
SOAD04977,Lyndrassia,No,Flood Risk Reduction,Earth,12.018,0.17,30868.0,1999.0,,0.0788,2708.56593,Uncontrolled,04/08/1999,5.0,,Low,Not Rated,,0.068,21.1,6.0,,12.018,0.17,0,30868.0,0,10.337507723061567,0.0,
SOAD05792,Navaldia,No,Unknow,Earth,4.735,0.533,,1977.0,,0.0886499999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0724,25.2,23.0,,4.735,0.533,0,,1,,0.0,
SOAD05846,Lyndrassia,No,Recreation,Earth,9.542,,0.0,1963.0,,0.08274,1576.66768,,,0.0,6.36,High,Not Rated,,0.1132,6.7,227.5,3.7,9.542,,1,,1,,0.0,
SOAD06294,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.288,0.092,,1957.0,,,,,,,43.99,Low,,,0.1099,23.3,213.3,,5.288,0.092,0,,1,,0.0,
SOAD06482,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.072,0.15,,1930.0,,,,,,,9.94,Low,,,0.0871,18.4,461.6,,5.072,0.15,0,,1,,0.0,
SOAD06641,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.722,0.067,,1960.0,,,15.97974,,,,10.93,Low,,,0.0618,10.9,455.3,,6.722,0.067,0,,1,,0.0,
SOAD07484,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.484,0.133,,1945.0,,,23.96961,Uncontrolled,,,31.12,Significant,,,0.1501,168.3,215.9,,5.484,0.133,0,,1,,0.0,
SOAD08079,Lyndrassia,No,Recreation,Earth,10.138,,0.0,1971.0,,0.0788,681.80224,,,0.0,0.0,Low,Not Rated,,0.0871,24.0,863.7,6.8,10.138,,1,,1,,0.0,
SOAD08678,Lyndrassia,No,Recreation,Earth,7.14,,0.0,1951.0,,0.11032,580.59722,,,0.0,17.26,Low,Not Rated,,0.0934,11.1,153.2,5.5,7.14,,1,,1,,0.0,
SOAD08912,Lyndrassia,No,Irrigation,Earth,11.007,,0.0,1971.0,,0.07092,559.2909,,,0.0,18.73,Low,Not Rated,,0.0926,12.9,339.3,21.3,11.007,,1,,1,,0.0,
SOAD09517,Flumevale,Yes,Water Supply,Earth,11.372,0.202,35787.0,1962.0,,0.12214,2.66329,,04/02/2022,0.5,3.88,Low,Satisfactory,01/09/2017,0.0753,41.7,514.5,65.7,11.372,0.202,0,35787.0,0,10.485367920667487,0.0,
SOAD09689,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.432,0.17,,1954.0,,,15.97974,Uncontrolled,,,63.91,Low,,,0.1236,9.7,66.5,,8.432,0.17,0,,1,,0.0,
SOAD10555,Navaldia,Yes,Water Supply,Earth,13.492,0.158,,1885.0,,0.07486,5.32658,,05/01/2021,1.0,,High,Fair,,0.105,21.1,800.2,40.7,13.492,0.158,0,,1,,0.0,
SOAD11240,Navaldia,No,Unknow,Earth,4.824,0.167,,1960.0,,0.11229,0.0,,,,,Low,Not Rated,18/06/2014,0.1085,33.2,21.2,,4.824,0.167,0,,1,,0.0,
SOAD12397,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.893,0.05,,1967.0,,,7.98987,,,,59.21,Low,,,0.1135,11.3,163.9,,6.893,0.05,0,,1,,0.0,
SOAD12480,Flumevale,Yes,Irrigation,Earth,12.677,0.095,29956.0,1960.0,,0.09456,7.98987,Uncontrolled,21/09/2018,6.0,4.6,Low,Satisfactory,20/07/2017,0.0407,34.1,588.2,5.3,12.677,0.095,0,29956.0,0,10.307518299106112,0.0,
SOAD12583,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,21.81,0.04,,1958.0,,,,,,,92.32,Low,,,0.073,5.1,131.8,,21.81,0.04,0,,1,,0.0,
SOAD12993,Flumevale,Yes,Water Supply,Earth,5.14,0.953,0.0,,,0.10244,,,19/10/2022,1.0,0.16,High,Fair,01/09/2017,0.1053,36.3,492.7,67.4,5.14,0.953,0,,1,,0.0,
SOAD13419,Lyndrassia,No,Recreation,Earth,10.611,,0.0,1934.0,,0.06501,2032.09027,,,0.0,26.89,Low,Not Rated,,0.0948,25.7,459.6,4.1,10.611,,1,,1,,0.0,
SOAD13622,Lyndrassia,Yes,Irrigation,Earth,7.002,0.067,,1949.0,,,7.98987,,,,0.0,Low,,,0.116,20.3,214.3,42.7,7.002,0.067,0,,1,,0.0,
SOAD13909,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.09,0.267,,1955.0,,0.12214,0.0,,,,,Low,Not Rated,18/06/2014,0.0606,45.8,13.3,,4.09,0.267,0,,1,,0.0,
SOAD14271,Flumevale,Yes,Unknow,Earth,8.01,0.102,0.0,1910.0,,0.08077,29.29619,Uncontrolled,07/04/1995,0.0,41.96,Low,Not Rated,,0.127,44.5,172.8,,8.01,0.102,0,,1,,0.0,
SOAD14405,Lyndrassia,No,Flood Risk Reduction,Earth,11.018,0.2,26090.0,1985.0,,0.01773,492.70865,Uncontrolled,,0.0,,Low,Not Rated,,0.0881,26.8,10.2,,11.018,0.2,0,26090.0,0,10.169345706257875,0.0,
SOAD14498,Lyndrassia,No,Flood Risk Reduction,Earth,10.997,0.117,16116.0,2007.0,,0.00788,1113.25522,Uncontrolled,,0.0,,Low,Not Rated,,0.0968,20.2,10.3,,10.997,0.117,0,16116.0,0,9.687629894522718,0.0,
SOAD14935,Navaldia,Yes,Flood Risk Reduction,Earth,4.258,0.72,29600.0,1980.0,,0.0,0.0,,15/10/2013,,,Low,Not Rated,18/06/2014,0.0601,24.7,9.2,,4.258,0.72,0,29600.0,0,10.295563423525277,0.0,
SOAD15342,Lyndrassia,No,Flood Risk Reduction,Earth,11.146,0.158,18575.0,2005.0,,0.06895,1981.48776,Uncontrolled,,0.0,,Low,Not Rated,,0.0907,34.4,11.3,,11.146,0.158,0,18575.0,0,9.829625703937673,0.0,
SOAD16416,Flumevale,Yes,Irrigation,Earth,14.179,0.092,0.0,1952.0,,0.06698,29.29619,Uncontrolled,13/09/2021,6.0,29.44,Low,Satisfactory,12/05/2020,0.0427,42.7,428.0,46.3,14.179,0.092,0,,1,,0.0,
SOAD16697,Lyndrassia,No,Other,Earth,3.448,,0.0,1953.0,,0.20882,2729.87225,,,0.0,1.66,Low,Not Rated,,0.0658,13.7,529.2,,3.448,,1,,1,,0.0,
SOAD17548,Navaldia,Yes,Flood Risk Reduction,Earth,9.81,0.161,,1978.0,,,5.32658,,30/12/2020,1.0,,High,Fair,,0.1049,914.9,591.6,,9.81,0.161,0,,1,,0.0,
SOAD17891,Flumevale,Yes,Water Supply,Earth,7.733,0.153,15000.0,1918.0,,0.1753299999999999,,,09/06/2022,1.0,15.82,Significant,Satisfactory,01/09/2017,0.1149,39.8,242.1,63.4,7.733,0.153,0,15000.0,0,9.61587214452889,0.0,
SOAD18682,Navaldia,No,Unknow,Earth,7.205,0.187,8711.0,,,0.04334,,Uncontrolled,14/09/2020,4.0,11.78,Low,Poor,14/09/2020,0.0874,46.8,135.8,,7.205,0.187,0,8711.0,0,9.072456664612796,0.0,
SOAD18780,Lyndrassia,No,Flood Risk Reduction,Earth,11.116,0.183,20630.0,2001.0,,0.04728,1645.91322,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0691,42.6,22.0,,11.116,0.183,0,20630.0,0,9.934550077987947,0.0,
SOAD20765,Navaldia,Yes,Recreation,Earth,12.706,0.157,,1900.0,,0.07683,2.66329,,30/03/2021,1.0,,High,Satisfactory,,0.0879,16.8,671.7,7.4,12.706,0.157,0,,1,,0.0,
SOAD00326,Lyndrassia,No,Recreation,Earth,8.598,,0.0,1960.0,,0.08471,764.36423,,,0.0,45.57,Low,Not Rated,,0.0597,9.3,234.8,7.8,8.598,,1,,1,,0.0,
SOAD00955,Lyndrassia,No,Flood Risk Reduction,Earth,10.434,0.14,22519.0,1995.0,,0.04137,1230.43998,Uncontrolled,,0.0,,Low,Not Rated,,0.0675,9.6,11.4,,10.434,0.14,0,22519.0,0,10.022159082253626,0.0,
SOAD01403,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.81,0.15,,1944.0,,,,,,,30.94,Significant,,,0.1083,155.8,207.3,,6.81,0.15,0,,1,,0.0,
SOAD01420,Navaldia,No,Water Supply,Earth,8.73,0.1,,1981.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0797,31.1,9.7,51.5,8.73,0.1,0,,1,,0.0,
SOAD03013,Lyndrassia,No,Grade Stabilization,Earth,8.924,0.15,13944.0,1966.0,,0.01576,181.10372,Uncontrolled,,0.0,,Low,Not Rated,,0.1107,43.4,5.4,,8.924,0.15,0,13944.0,0,9.54287630006159,0.0,
SOAD03474,Lyndrassia,No,Other,Earth,8.566,,0.0,1962.0,,0.08471,1273.05262,,,0.0,0.0,Low,Not Rated,,0.0843,31.5,615.8,,8.566,,1,,1,,0.0,
SOAD03679,Navaldia,No,Irrigation,Earth,4.844,1.483,,1985.0,,0.18912,47.93922,,22/11/1985,,,Low,Not Rated,18/06/2014,0.1159,5.0,10.7,22.5,4.844,1.483,0,,1,,0.0,
SOAD04343,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.444,0.037,,1960.0,,,,,,,22.56,Low,,,0.0922,8.3,264.6,,3.444,0.037,0,,1,,0.0,
SOAD04475,Navaldia,No,Unknow,Earth,3.466,0.117,5700.0,2011.0,,0.16548,15.97974,Uncontrolled,22/05/2012,,20.31,Low,Not Rated,22/05/2017,0.0551,9.1,407.8,,3.466,0.117,0,5700.0,0,8.648396877031582,0.0,
SOAD05193,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.135,0.3,,1945.0,,,,,,,32.28,Low,,,0.1101,11.7,95.0,,7.135,0.3,0,,1,,0.0,
SOAD05550,Lyndrassia,No,Irrigation,Earth,6.694,,0.0,,,0.11229,1507.42214,,,0.0,0.0,Low,Not Rated,,0.1085,26.3,360.4,13.8,6.694,,1,,1,,0.0,
SOAD05982,Navaldia,No,Unknow,Earth,6.77,0.367,,1977.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.0673,6.6,20.9,,6.77,0.367,0,,1,,0.0,
SOAD06783,Lyndrassia,Yes,Irrigation,Earth,5.483,0.19,,1974.0,,,,,,,16.32,Low,,,0.0751,11.4,283.4,14.3,5.483,0.19,0,,1,,0.0,
SOAD07177,Lyndrassia,No,Other,Earth,10.437,0.113,,,,,,,,,46.42,Low,Not Available,,0.0792,8.2,205.6,,10.437,0.113,0,,1,,0.0,
SOAD07712,Navaldia,No,Recreation,Earth,9.524,0.208,,1960.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0762,32.5,11.9,7.7,9.524,0.208,0,,1,,0.0,
SOAD09019,Lyndrassia,No,Recreation,Earth,9.266,,0.0,1965.0,,0.08668,2375.65468,,,0.0,14.43,Low,Not Rated,,0.1196,24.7,247.4,7.0,9.266,,1,,1,,0.0,
SOAD10009,Navaldia,Yes,Unknow,Earth,7.695,0.217,,,,0.0925899999999999,5.32658,Uncontrolled,19/02/2020,5.0,,High,Fair,30/04/2020,0.0675,26.0,556.7,,7.695,0.217,0,,1,,0.0,
SOAD11236,Flumevale,Yes,Flood Risk Reduction,Earth,7.656,0.583,33964.0,2009.0,,0.12411,21.30632,,28/02/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.1023,23.1,882.1,,7.656,0.583,0,33964.0,0,10.433085861625402,0.0,
SOAD11606,Lyndrassia,Yes,Irrigation,Earth,10.027,0.198,,1953.0,,,95.87844,,,,102.91,Low,,,0.1138,23.0,218.8,28.3,10.027,0.198,0,,1,,0.0,
SOAD12105,Navaldia,No,Recreation,Earth,8.682,0.2,,1969.0,,0.0,0.0,,23/04/1970,,,Low,Not Rated,18/06/2014,0.1104,14.0,23.5,7.2,8.682,0.2,0,,1,,0.0,
SOAD12304,Navaldia,Yes,Flood Risk Reduction,Earth,9.436,0.273,27360.0,1968.0,,0.02955,2.66329,,,,,Low,Not Rated,18/06/2014,0.0583,26.9,12.4,,9.436,0.273,0,27360.0,0,10.216873920776164,0.0,
SOAD13243,Lyndrassia,No,Flood Risk Reduction,Earth,10.797,0.17,25850.0,1991.0,,0.02364,6043.00501,Uncontrolled,,0.0,,Low,Not Rated,,0.1013,36.4,20.4,,10.797,0.17,0,25850.0,0,10.160104563907877,0.0,
SOAD13285,Lyndrassia,No,Flood Risk Reduction,Earth,13.124,0.165,29633.0,2008.0,,0.06895,809.6401599999999,Uncontrolled,,0.0,,Low,Not Rated,,0.0955,28.7,12.7,,13.124,0.165,0,29633.0,0,10.29667762976868,0.0,
SOAD13688,Lyndrassia,No,Grade Stabilization,Earth,9.972,0.15,15638.0,1964.0,,0.08471,1230.43998,Uncontrolled,,0.0,21.66,Low,Not Rated,,0.07,44.7,268.8,,9.972,0.15,0,15638.0,0,9.657523073436215,0.0,
SOAD13752,Lyndrassia,No,Irrigation,Earth,5.029,,0.0,1975.0,,0.15169,2484.84957,,09/07/1980,0.0,0.0,High,Not Rated,,0.1013,21.0,808.0,37.2,5.029,,1,,1,,0.0,
SOAD14484,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.864,0.083,,1972.0,,,,,,,39.77,Low,,,0.0666,13.6,81.5,,8.864,0.083,0,,1,,0.0,
SOAD14863,Lyndrassia,No,Flood Risk Reduction,Earth,10.336,0.167,17682.0,2000.0,,0.00788,1203.80708,Uncontrolled,01/10/2000,5.0,,Low,Not Rated,,0.0317,8.6,9.0,,10.336,0.167,0,17682.0,0,9.780359005054978,0.0,
