ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD12965,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.411,0.117,,1905.0,,0.15957,37.28606,Uncontrolled,16/08/2018,6.0,19.98,Low,Satisfactory,23/10/2018,0.0559,32.8,143.0,
SOAD13044,Flumevale,Yes,Water Supply,Earth,8.558,0.08,4452.0,,,0.10638,0.0,,18/07/2023,1.0,0.16,High,Fair,01/09/2017,0.1153,45.8,751.9,5.3
SOAD14972,Flumevale,Yes,Water Supply,Gravity,7.414,0.15,10293.0,1912.0,,0.1379,77.23541,,28/07/2023,1.0,0.0,High,Fair,01/09/2017,0.107,4.9,316.7,57.4
SOAD15903,Navaldia,Yes,Recreation,Earth,4.825,0.094,,1954.0,,0.13987,5.32658,,20/09/2019,1.0,,High,Fair,,0.1041,15.4,798.6,6.6
SOAD16938,Navaldia,No,,Earth,8.046,0.124,10785.0,1981.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0954,44.6,17.1,
SOAD17064,Lyndrassia,Yes,,,21.197,0.1,,2019.0,,0.04137,2.66329,Uncontrolled,09/06/2020,3.0,20.19,Significant,Satisfactory,02/07/2019,0.0992,44.8,330.7,
SOAD17134,Flumevale,Yes,Irrigation,Earth,6.292,0.212,,,,0.08668,7.98987,Uncontrolled,24/08/2021,6.0,16.81,Low,Not Rated,,0.0935,35.7,197.3,34.6
SOAD17350,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.812,,0.0,1964.0,,0.07683,490.04535999999996,,,0.0,13.26,Low,Not Rated,,0.071,37.6,197.3,
SOAD17566,Navaldia,No,Water Supply,Earth,7.012,0.0,,1964.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0759,8.7,21.2,15.2
SOAD17770,Lyndrassia,No,Grade Stabilization,Earth,10.216,0.153,19507.0,1965.0,,0.0591,1579.33097,Uncontrolled,,0.0,,Low,Not Rated,,0.0714,26.8,5.0,
SOAD18331,Navaldia,No,Other,Earth,12.115,0.421,11301.0,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1196,14.7,8.2,
SOAD18649,Flumevale,Yes,Irrigation,Earth,8.495,0.057,2450.0,1959.0,,0.04925,0.0,Uncontrolled,30/09/2016,6.0,40.0,Low,Satisfactory,16/07/2019,0.0361,12.5,164.1,41.7
SOAD18709,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.698,0.283,,1964.0,,0.07289,0.0,Uncontrolled,08/02/1991,,10.88,Low,Not Rated,18/06/2014,0.117,39.6,407.2,
SOAD18900,Flumevale,Yes,Irrigation,Earth,3.429,0.757,39774.0,1887.0,,0.12608,0.0,,01/07/1987,6.0,11.04,Low,Not Rated,,0.0435,10.6,232.1,37.1
SOAD18912,Navaldia,Yes,Water Supply,Earth,7.643,0.172,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0766,24.9,17.2,64.3
SOAD19009,Navaldia,No,Recreation,Earth,8.961,0.418,,1980.0,,0.0,876.22241,,,,,Low,Not Rated,18/06/2014,0.106,45.1,15.4,5.1
SOAD19171,Lyndrassia,No,Grade Stabilization,Earth,8.311,0.19,17353.0,1978.0,,0.02561,838.93635,Uncontrolled,,0.0,,Low,Not Rated,,0.0688,12.7,6.0,
SOAD19783,Lyndrassia,No,Flood Risk Reduction,Earth,15.208,0.155,31507.0,2006.0,,0.04334,527.33142,Controlled,,0.0,,Low,Not Rated,,0.0713,46.8,16.6,
SOAD19804,Navaldia,No,Recreation,Earth,5.896,0.183,,1940.0,,0.15563,0.0,,27/11/1984,,37.51,Low,Not Rated,18/06/2014,0.0948,47.5,203.0,4.7
SOAD00478,Flumevale,Yes,Water Supply,Earth,4.373,0.144,11580.0,1955.0,,0.21473,0.0,,11/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0652,28.6,23.7,14.9
SOAD00975,Navaldia,No,,Earth,8.4,0.18,13827.0,1982.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.103,12.1,5.3,
SOAD02673,Lyndrassia,No,Flood Risk Reduction,Earth,11.678,0.197,18942.0,2007.0,,0.07683,2221.18386,Uncontrolled,,0.0,,Low,Not Rated,,0.0841,18.3,17.4,
SOAD03168,Lyndrassia,No,Grade Stabilization,Earth,12.884,0.213,13720.0,1975.0,,0.05713,1376.92093,Uncontrolled,,0.0,,Low,Not Rated,,0.0695,23.0,12.7,
SOAD03219,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.267,,0.0,1966.0,,0.06895,1427.52344,,19/12/1980,0.0,1.66,High,Not Rated,,0.1423,18.0,103.8,
SOAD03653,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.493,0.295,15785.0,1979.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1006,16.8,16.5,
SOAD04400,Navaldia,Yes,Recreation,Earth,5.367,0.273,,1963.0,,0.13396,0.0,,,,,Low,Not Rated,18/06/2014,0.0786,46.5,7.1,9.1
SOAD05039,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.62,0.292,,1943.0,,,,,,,10.91,Low,,,0.0639,7.7,239.9,
SOAD05441,Navaldia,Yes,Recreation,Earth,6.529,0.328,,1906.0,,0.12411,0.0,,05/06/1985,,,Low,Not Rated,18/06/2014,0.1069,36.3,9.8,4.0
SOAD05555,Navaldia,Yes,Recreation,Earth,5.343,0.495,,1967.0,1991H,0.12214,37.28606,Uncontrolled,16/08/2022,5.0,,High,Fair,30/01/2023,0.0759,4.8,649.3,3.7
SOAD06715,Navaldia,No,Water Supply,Earth,7.414,0.167,,1962.0,1997S,0.20882,0.0,Uncontrolled,12/12/2008,,,Significant,Not Rated,18/06/2014,0.1456,30.4,247.1,17.6
SOAD07172,Lyndrassia,No,Recreation,Earth,3.454,,0.0,1970.0,,0.18714999999999998,937.47808,,,0.0,0.0,Low,Not Rated,,0.1196,44.1,403.8,8.0
SOAD07287,Navaldia,No,,Earth,4.714,0.233,,1960.0,,0.13593,0.0,,,,,Low,Not Rated,18/06/2014,0.0949,17.1,15.3,
SOAD07352,Lyndrassia,No,Recreation,Earth,8.422,,0.0,,,0.07486,452.7593,,,0.0,0.0,Low,Not Rated,,0.0649,12.7,300.3,8.8
SOAD07621,Navaldia,Yes,Recreation,Earth,3.226,0.167,,1998.0,2019S,0.10441,5.32658,Uncontrolled,07/11/2022,5.0,13.39,High,Fair,26/04/2023,0.0885,32.7,337.8,8.3
SOAD07945,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.295,0.067,,1973.0,,,13.31645,,,,1.63,Low,,,0.0854,18.4,828.4,
SOAD07962,Lyndrassia,No,Recreation,Earth,10.871,,0.0,1977.0,,0.06895,743.05791,,,0.0,0.0,Low,Not Rated,,0.1193,34.3,287.8,6.6
SOAD08021,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.895,0.07,,,,0.0,0.0,,30/04/1991,,,Low,Not Rated,18/06/2014,0.1138,18.5,14.5,
SOAD09072,Flumevale,Yes,Recreation,Earth,3.498,0.21,,1965.0,,0.10441,50.602509999999995,,11/06/2008,6.0,76.8,Low,Not Rated,,0.042,15.6,171.5,9.5
SOAD09409,Lyndrassia,No,Recreation,Earth,10.162,,0.0,1977.0,,0.06698,609.89341,,,0.0,47.08,Low,Not Rated,,0.1017,45.8,155.4,3.3
SOAD10079,Lyndrassia,No,Recreation,Earth,11.284,,0.0,1968.0,,0.06107,1046.67297,,,0.0,11.57,High,Not Rated,,0.1243,44.4,234.9,8.7
SOAD10203,Lyndrassia,No,Flood Risk Reduction,Earth,10.491,0.21,27049.0,2005.0,,0.0394,1017.3767799999999,Uncontrolled,01/11/2004,5.0,,Low,Not Rated,,0.0534,24.4,17.0,
SOAD10849,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.03,,0.0,1972.0,,0.05713,1182.50076,Uncontrolled,,0.0,,Low,Not Rated,,0.052,41.1,5.3,
SOAD11097,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.978,0.195,,1937.0,,,,,,,0.0,Low,,,0.102,13.4,413.0,
SOAD12297,Lyndrassia,No,Flood Risk Reduction,Earth,9.576,0.183,26440.0,1990.0,,0.03349,1059.9894199999999,Uncontrolled,20/05/1991,0.0,,Low,Not Rated,,0.1083,23.0,14.9,
SOAD13099,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.693,0.083,,1952.0,,,15.97974,Uncontrolled,,,0.0,Low,,,0.1035,7.8,113.1,
SOAD13589,Flumevale,Yes,Irrigation,Earth,17.186,0.145,0.0,1922.0,,0.30141,0.0,Uncontrolled,23/04/1992,0.0,21.64,Low,Not Rated,,0.11,318.8,289.1,20.9
SOAD14204,Flumevale,Yes,Irrigation,Earth,5.822,1.167,54675.0,1902.0,,0.10244,0.0,Uncontrolled,24/09/2013,6.0,11.25,Low,Not Rated,,0.0918,27.8,345.1,22.2
SOAD14434,Lyndrassia,No,Irrigation,Earth,6.691,,0.0,1975.0,,0.10047,1411.5437,,,0.0,0.0,High,Not Rated,,0.0864,5.7,747.2,6.9
SOAD14585,Lyndrassia,No,Flood Risk Reduction,Earth,9.086,0.148,8500.0,1979.0,,0.00788,657.83263,Uncontrolled,,5.0,,Low,Not Rated,,0.097,23.8,6.9,
SOAD14920,Navaldia,No,Water Supply,Earth,6.722,0.267,,1964.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.0929,38.3,23.7,7.0
SOAD15059,Lyndrassia,Yes,Irrigation,Earth,4.267,0.1,,1950.0,,,39.949349999999995,,,,0.0,Low,,,0.0898,17.7,615.8,15.8
SOAD15241,Lyndrassia,No,Other,Earth,9.157,,0.0,1970.0,,0.07289,1707.16889,,,0.0,1.69,High,Not Rated,,0.1003,32.0,407.2,
SOAD15372,Navaldia,No,Irrigation,Earth,2.821,0.007,,1969.0,,0.0,0.0,,09/05/1969,,,Low,Not Rated,18/06/2014,0.105,43.8,9.5,9.1
SOAD15604,Navaldia,Yes,Recreation,Earth,8.119,0.25,,1979.0,,0.0,2.66329,,,,65.55,Low,Not Rated,18/06/2014,0.0849,5.5,157.0,6.1
SOAD15675,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.445,0.117,,1950.0,,,,,,,0.0,Low,,,0.1216,15.4,852.4,
SOAD15802,Lyndrassia,No,Debris Control,Earth,10.668,,0.0,1970.0,,0.0591,777.6806799999999,,,0.0,6.44,Low,Not Rated,,0.0705,38.6,294.0,
SOAD15931,Lyndrassia,No,Flood Risk Reduction,Earth,10.789,0.137,19090.0,1992.0,,0.03349,311.60492999999997,Uncontrolled,,0.0,,Low,Not Rated,,0.0867,28.0,17.4,
SOAD16001,Flumevale,Yes,Irrigation,Earth,8.018,0.275,16089.0,1963.0,,0.0985,0.0,,21/04/2022,6.0,27.51,Low,Fair,18/10/2022,0.0448,18.7,231.9,7.8
SOAD16067,Lyndrassia,No,Debris Control,Earth,8.475,0.113,13666.0,1969.0,,0.01576,519.34155,Uncontrolled,,0.0,,Low,Not Rated,,0.073,10.6,12.2,
SOAD16932,Lyndrassia,No,Recreation,Earth,12.253,,0.0,1969.0,,0.0591,601.90354,,,0.0,12.37,Low,Not Rated,,0.1118,42.9,204.6,3.8
SOAD17071,Lyndrassia,No,Grade Stabilization,Earth,11.558,0.125,15300.0,1977.0,,0.0394,993.40717,Uncontrolled,22/05/1980,0.0,,Low,Not Rated,,0.11,25.0,18.2,
SOAD17533,Lyndrassia,No,Flood Risk Reduction,Earth,7.709,0.193,20920.0,1988.0,,0.06107,2045.40672,Uncontrolled,,0.0,,Low,Not Rated,,0.1079,42.5,11.6,
SOAD17611,Navaldia,Yes,Flood Risk Reduction,Earth,3.588,0.283,,1998.0,,0.10244,5.32658,Uncontrolled,07/11/2022,5.0,13.39,High,Fair,18/04/2023,0.0964,29.9,168.2,
SOAD18668,Lyndrassia,No,Grade Stabilization,Earth,8.087,0.19,13148.0,1979.0,,0.08668,2785.80134,Uncontrolled,,5.0,,Significant,Not Rated,,0.0725,33.7,191.2,
SOAD18922,Navaldia,No,Irrigation,Earth,2.769,0.333,,1930.0,,0.13002,0.0,,03/06/1986,,,Low,Not Rated,18/06/2014,0.0705,39.3,21.1,41.9
SOAD19204,Navaldia,No,Water Supply,Earth,6.284,0.322,,1940.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0746,33.1,18.9,66.3
SOAD19355,Lyndrassia,Yes,Irrigation,Earth,8.317,0.512,,1961.0,,,,,,,54.92,Low,,,0.0738,12.4,111.5,46.0
SOAD19792,Lyndrassia,Yes,Irrigation,Earth,6.074,0.1,,1885.0,,,,,,,0.0,Low,,,0.1113,14.6,874.0,32.8
SOAD19924,Navaldia,No,Irrigation,Earth,7.102,0.292,,1965.0,,0.0985,0.0,,,,,Low,Not Rated,18/06/2014,0.0586,39.2,6.2,37.0
SOAD00252,Lyndrassia,No,Flood Risk Reduction,Earth,12.02,0.185,21400.0,1992.0,,0.02561,798.987,Uncontrolled,,0.0,,Low,Not Rated,,0.0866,20.8,5.7,
SOAD00674,Lyndrassia,Yes,Irrigation,Earth,9.081,0.167,,1956.0,,,330.24796,,,,19.45,Low,,,0.102,12.2,144.0,40.0
SOAD01236,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.34,0.1,,1965.0,,,,,,,0.0,Low,,,0.1002,6.6,195.4,
SOAD01621,Flumevale,Yes,Irrigation,Earth,4.71,0.31,21433.0,1893.0,,0.197,0.0,Uncontrolled,04/02/2021,2.0,3.19,Significant,Satisfactory,04/02/2021,0.1187,44.0,170.8,31.8
SOAD02256,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.733,0.05,,1947.0,,,138.49108,,,,151.2,Low,,,0.0792,6.5,173.9,
SOAD02733,Flumevale,No,Fish and Wildlife Pond,Earth,4.787,0.15,,1907.0,,,,Uncontrolled,08/08/2008,10.0,,Low,Not Rated,,0.0143,17.1,16.2,
SOAD04349,Navaldia,Yes,Recreation,Earth,4.676,0.1,,1928.0,,0.14381,15.97974,,15/01/2021,2.0,,Significant,Poor,,0.1544,22.5,317.3,5.1
SOAD04592,Navaldia,No,Flood Risk Reduction,Earth,8.974,0.181,27907.0,1984.0,,0.0,2.66329,,,,,Low,Not Rated,18/06/2014,0.1086,22.2,17.9,
SOAD05418,Navaldia,Yes,Water Supply,Earth,9.603,0.233,,1882.0,,0.10441,5.32658,,06/11/2020,1.0,,High,Poor,,0.1181,33.9,838.0,15.2
SOAD05539,Lyndrassia,No,Recreation,Earth,9.692,,0.0,1968.0,,0.06501,380.85047,,,0.0,0.0,Low,Not Rated,,0.0799,7.7,273.3,4.4
SOAD05800,Navaldia,No,Recreation,Earth,7.926,0.496,,1966.0,,0.0,426.1264,,,,16.77,Low,Not Rated,18/06/2014,0.1016,30.3,332.9,8.5
SOAD06451,Lyndrassia,No,Flood Risk Reduction,Earth,9.188,0.21,17924.0,1992.0,,0.01576,796.32371,Uncontrolled,06/10/1999,1.0,,Low,Not Rated,,0.1276,37.9,15.8,
SOAD06965,Lyndrassia,No,Grade Stabilization,Earth,7.005,0.2,7644.0,1973.0,,0.04925,1187.82734,Uncontrolled,,0.0,,Low,Not Rated,,0.1191,40.3,22.8,
SOAD06990,Lyndrassia,No,Irrigation,Earth,4.0,,0.0,1968.0,,0.17729999999999999,3161.32523,,,0.0,4.79,Low,Not Rated,,0.0816,12.1,294.9,33.5
SOAD06992,Navaldia,Yes,Irrigation,Earth,4.33,0.14,,1967.0,,0.20882,0.0,,,,,Low,Not Rated,18/06/2014,0.1112,43.3,5.9,22.3
SOAD07051,Lyndrassia,No,Flood Risk Reduction,Earth,10.044,0.233,19544.0,1956.0,,0.07289,2295.75598,Uncontrolled,,0.0,,High,Not Rated,,0.0961,32.9,788.7,
SOAD07620,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.679,0.108,,1938.0,,,,,,,78.79,Low,,,0.0782,21.6,188.9,
SOAD07628,Flumevale,Yes,Water Supply,Earth,5.851,1.2,47000.0,1954.0,,0.20291,18.64303,,26/04/2022,0.5,1.66,Low,Satisfactory,01/09/2017,0.0672,25.6,338.5,6.7
SOAD07943,Navaldia,Yes,Recreation,Earth,10.247,0.177,,1926.0,,0.05122,2.66329,Uncontrolled,11/08/2022,5.0,1.64,High,Fair,16/02/2023,0.0809,28.0,585.5,4.6
SOAD09095,Lyndrassia,No,Flood Risk Reduction,Earth,11.138,0.177,26021.0,2008.0,,0.25413,12738.51607,Uncontrolled,,0.0,,Low,Not Rated,,0.0927,659.5,5.9,
SOAD09336,Navaldia,No,Water Supply,Earth,6.237,0.427,,1948.0,,0.10047,0.0,,,,,Low,Not Rated,18/06/2014,0.0882,43.4,23.1,53.4
SOAD10159,Lyndrassia,No,Recreation,Earth,5.146,,0.0,1977.0,,0.13199,431.45297999999997,,,0.0,16.4,Low,Not Rated,,0.0937,24.0,137.3,6.3
SOAD10273,Lyndrassia,Yes,Irrigation,Earth,5.226,0.083,,1954.0,,,34.62277,,,,68.99,Low,,,0.0982,10.0,60.6,21.3
SOAD11095,Lyndrassia,Yes,Irrigation,Earth,28.051,0.1,,1966.0,,,37.28606,,01/01/1968,,153.11,Low,,,0.0805,12.3,56.1,15.6
SOAD11196,Navaldia,No,Recreation,Earth,6.586,0.125,,1965.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.1017,21.4,12.9,6.9
SOAD11456,Lyndrassia,No,Flood Risk Reduction,Earth,13.182,0.157,27855.0,1992.0,,0.02561,1067.97929,Uncontrolled,,0.0,,Low,Not Rated,,0.0542,17.1,6.6,
SOAD11796,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.02,0.042,,1950.0,,,5.32658,Uncontrolled,,,0.0,Low,,,0.0685,9.9,734.7,
SOAD11987,Lyndrassia,No,Flood Risk Reduction,Earth,12.29,0.167,27843.0,2009.0,,0.0591,1286.36907,Uncontrolled,,0.0,,Low,Not Rated,,0.1081,41.7,21.9,
SOAD12654,Navaldia,No,,Earth,6.506,0.22,,1965.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.1044,7.8,9.7,
SOAD12871,Lyndrassia,No,Recreation,Earth,6.779,,0.0,1960.0,,0.10244,330.24796,,,0.0,33.74,High,Not Rated,,0.1497,33.9,167.7,9.3
SOAD12880,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.69,0.213,45800.0,1973.0,,0.11032,0.0,,14/06/2016,5.0,,Low,Poor,14/06/2016,0.07,12.2,5.6,
SOAD13406,Navaldia,No,Recreation,Earth,6.085,0.267,15055.0,1966.0,,0.09258999999999999,0.0,,04/02/1966,,12.42,Low,Not Rated,18/06/2014,0.085,19.6,242.9,8.9
SOAD13743,Navaldia,Yes,Water Supply,Earth,5.373,0.107,,1925.0,,0.05319,15.97974,,20/03/2019,2.0,,Significant,Not Rated,,0.1521,7.4,156.6,6.8
SOAD13759,Navaldia,No,Recreation,Earth,8.047,0.205,,1965.0,1995O,0.17139,2.66329,Uncontrolled,27/02/2008,,,Significant,Not Rated,18/06/2014,0.1752,16.4,127.4,6.1
SOAD14183,Lyndrassia,No,Irrigation,Earth,7.6,,0.0,1977.0,,0.09258999999999999,1408.88041,,,0.0,3.19,High,Not Rated,,0.1231,37.8,648.9,16.4
SOAD14416,Lyndrassia,No,Flood Risk Reduction,Earth,11.152,0.145,21738.0,2007.0,,0.03152,1528.72846,Uncontrolled,,0.0,,Low,Not Rated,,0.123,42.8,7.3,
SOAD14658,Navaldia,Yes,Flood Risk Reduction,Earth,12.752,0.283,,1963.0,,0.01773,2.66329,,26/08/2020,1.0,,High,Satisfactory,,0.0874,14.3,887.5,
SOAD15279,Flumevale,No,Other,Earth,10.616,0.267,,,,,,,,,3.22,Significant,Not Available,,0.152,233.9,666.2,
SOAD16485,Lyndrassia,No,Flood Risk Reduction,Earth,11.904,0.15,16681.0,1997.0,,0.03349,143.81766,Uncontrolled,,0.0,,Low,Not Rated,,0.0918,25.0,18.3,
SOAD16546,Navaldia,No,Irrigation,Earth,6.951,0.298,,1955.0,,0.11032,0.0,,,,,Low,Not Rated,18/06/2014,0.1131,42.3,22.6,24.8
SOAD16673,Navaldia,Yes,Recreation,Earth,6.908,0.184,,,2002O,0.08077,2.66329,Uncontrolled,01/11/2018,5.0,0.0,High,Fair,12/08/2019,0.0735,37.5,904.5,6.9
SOAD16876,Navaldia,No,Fish and Wildlife Pond,Earth,3.715,0.217,15300.0,1971.0,1984;1984O,0.13396,7.98987,,21/09/2020,5.0,,Low,Poor,21/09/2020,0.0818,26.8,15.3,
SOAD17003,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.088,0.067,,1965.0,,,,,,,11.65,Low,,,0.0712,17.6,284.4,
SOAD17377,Lyndrassia,No,Flood Risk Reduction,Earth,11.471,0.163,21747.0,2003.0,,0.00788,468.73904,Uncontrolled,01/11/2003,1.0,,Low,Not Rated,,0.1169,41.1,11.2,
SOAD18876,Navaldia,No,Water Supply,Earth,5.309,0.167,,1970.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1125,5.2,18.4,18.1
SOAD19506,Lyndrassia,Yes,Irrigation,Earth,10.09,0.072,,1966.0,,,18.64303,,,,31.7,Significant,,,0.1337,206.4,150.4,37.5
SOAD19940,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.165,0.15,,1938.0,,,,,,,20.56,Low,,,0.0771,22.1,451.4,
SOAD19969,Lyndrassia,No,Recreation,Earth,8.265,,0.0,1926.0,,0.08077,4724.67646,,01/03/1990,0.0,0.0,High,Not Rated,,0.1297,36.6,300.3,6.0
SOAD20462,Lyndrassia,No,Other,Earth,10.933,,0.0,1967.0,,0.06501,543.31116,,,0.0,29.16,Low,Not Rated,,0.074,28.1,213.8,
SOAD20510,Navaldia,No,Recreation,Earth,4.466,0.283,,1958.0,,0.0,0.0,,16/12/1980,,7.77,Low,Not Rated,18/06/2014,0.1117,27.5,216.0,9.5
SOAD00419,Navaldia,No,,Earth,5.601,0.073,,1967.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.0753,19.7,20.1,
SOAD00685,Lyndrassia,No,Irrigation,Earth,7.754,,0.0,1956.0,,0.08077,1177.17418,,,0.0,11.57,Low,Not Rated,,0.1055,27.1,133.2,2.1
SOAD00876,Lyndrassia,Yes,Recreation,Earth,13.823,0.157,65000.0,1968.0,1995,0.06501,0.0,Uncontrolled,02/08/2022,3.0,0.0,High,Satisfactory,13/09/2013,0.0992,32.9,486.6,4.1
SOAD01342,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.324,0.114,,1950.0,,,,,,,0.0,Low,,,0.0763,12.8,462.5,
SOAD01421,Lyndrassia,Yes,Irrigation,Earth,5.646,0.142,,1952.0,,,,,,,47.72,Low,,,0.0889,18.4,61.7,33.2
SOAD01579,Flumevale,Yes,Fish and Wildlife Pond,Earth,11.591,0.067,10501.0,1967.0,,0.08864999999999999,13.31645,Controlled,09/07/2013,,17.84,Significant,Not Rated,,0.1435,41.7,252.2,
SOAD01953,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.342,,0.0,1948.0,,0.06895,639.1895999999999,,,0.0,38.49,Low,Not Rated,,0.0775,11.4,145.6,
SOAD03601,Flumevale,Yes,Other,Buttress,8.355,0.177,1570.0,1936.0,,0.34869,12128.622659999999,,24/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0621,336.2,6.0,
SOAD04170,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.57,0.092,,1950.0,,,34.62277,Uncontrolled,,,31.2,Low,,,0.1031,12.6,145.0,
SOAD04189,Flumevale,Yes,Irrigation,Earth,8.731,0.1,11736.0,1903.0,,0.11229,0.0,Uncontrolled,25/09/2018,6.0,13.87,Low,Satisfactory,23/10/2015,0.0367,34.3,461.4,33.4
SOAD04552,Lyndrassia,No,Recreation,Earth,6.712,,0.0,1966.0,,0.10047,2660.62671,,,0.0,13.9,Low,Not Rated,,0.1083,15.5,468.9,6.7
SOAD04844,Navaldia,No,Water Supply,Earth,5.242,0.23,,1974.0,,0.12017,0.0,,,,20.08,Low,Not Rated,18/06/2014,0.0948,32.3,298.3,69.7
SOAD04866,Navaldia,Yes,Recreation,Earth,3.534,0.163,,1933.0,2008H,0.0985,135.82779,,12/01/2021,1.0,,High,Satisfactory,,0.0835,42.4,722.7,5.6
SOAD04909,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.933,0.053,,1954.0,,,,,,,16.27,Low,,,0.1155,12.7,204.3,
SOAD05051,Navaldia,No,Irrigation,Earth,5.619,0.0,,1962.0,,0.12805,0.0,,08/03/1984,,,Low,Not Rated,18/06/2014,0.1074,43.9,23.8,20.4
SOAD06919,Navaldia,Yes,Irrigation,Earth,3.625,0.0,,1962.0,,0.10244,0.0,,,,,Low,Not Rated,18/06/2014,0.0946,47.4,10.0,43.5
SOAD07159,Navaldia,No,Recreation,Earth,7.645,0.222,,1974.0,,0.0,7.98987,,01/01/1974,,,Low,Not Rated,18/06/2014,0.071,9.3,13.4,6.5
SOAD07433,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.156,0.5,,1940.0,,,55.92909,Uncontrolled,,,46.87,Low,,,0.0718,9.2,48.3,
SOAD07475,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.32,0.273,15000.0,1967.0,,0.0591,1675.20941,Uncontrolled,,5.0,,Significant,Not Rated,,0.0994,45.6,182.1,
SOAD07508,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.217,0.176,,1937.0,,,,,,,9.64,Low,,,0.081,23.1,122.7,
SOAD08482,Navaldia,No,,Earth,3.0,0.5,,1974.0,,0.18517999999999998,0.0,,,,,Low,Not Rated,18/06/2014,0.0815,9.0,19.0,
SOAD09277,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.291,0.21,13500.0,1972.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0629,5.4,15.5,
SOAD09423,Lyndrassia,No,Irrigation,Earth,7.022,0.4,35000.0,1976.0,,0.01379,93.21515,Uncontrolled,,0.0,,Low,Not Rated,,0.0815,11.7,15.7,17.5
SOAD10747,Lyndrassia,No,Fish and Wildlife Pond,Earth,10.04,0.15,7785.0,1979.0,,0.03349,852.2528,Uncontrolled,,0.0,,Low,Not Rated,,0.0621,47.5,10.2,
SOAD11013,Lyndrassia,No,Recreation,Earth,10.424,,0.0,,,0.06698,279.64545,,,0.0,0.0,High,Not Rated,,0.137,12.5,795.0,7.7
SOAD11283,Lyndrassia,No,Flood Risk Reduction,Earth,11.841,0.183,34035.0,2005.0,,0.06698,2274.4496599999998,Uncontrolled,,0.0,,Low,Not Rated,,0.11,26.3,4.8,
SOAD12310,Lyndrassia,No,Recreation,Earth,7.335,,0.0,1975.0,,0.08668,1555.3613599999999,,01/06/1981,0.0,28.29,Low,Not Rated,,0.0815,41.2,222.7,7.0
